,_id,iterationName,eventType,finalCount,gameID,workerID,assignmentID,hitID,prolificID,studyID,sessionID,score,totalScore,trialNum,sectionTrial,cardinality,base,target,response,correct,take,distractions,trialStartTime,takeStartTime,trialTime,takeTime,RT,writingTime,initTime,endTime,gender,age,comments,understood,totalLength,distracted,distractedGame,failedGame,failedOutlier,complete,nonsenseGame
110,61e050cbaa09f84b60e4b09f,run1,quiz,False,G5,,,,5e19e3a846ef8226677f05ab,61df8999cc7c1c6984f5f11d,61e0502b5d5c43ac54465f14,$0.49,49.0,17.0,3.0,3.0,4,tu,tu,1.0,0.0,{},1642090696745.0,1642090696745.0,1605.0,1605.0,1156,449.0,1642090628729.0,1642090698350.0,,,,,,False,False,False,False,True,False
111,61e050cbaa09f84b60e4b0a0,run1,quiz,False,G6,,,,5aff493f331e8100018f130d,61df8999cc7c1c6984f5f11d,61e0502c337b071611866160,$0.18,18.0,6.0,1.0,1.0,4,nu,nu,1.0,0.0,{},1642090694130.0,1642090694130.0,4464.0,4464.0,2277,2187.0,1642090636188.0,1642090698594.0,,,,,,False,False,False,False,True,False
112,61e050ccaa09f84b60e4b0a1,run1,quiz,False,G3,,,,60e87324309700b7d549d491,61df8999cc7c1c6984f5f11d,61e0501bfd26a345e8c26caa,$0.45,45.0,15.0,1.0,1.0,5,ti,ti,1.0,0.0,{},1642090698814.0,1642090698814.0,1834.0,1834.0,1234,600.0,1642090619434.0,1642090700648.0,,,,,,False,False,False,False,True,False
115,61e050ceaa09f84b60e4b0a4,run1,quiz,False,G5,,,,5e19e3a846ef8226677f05ab,61df8999cc7c1c6984f5f11d,61e0502b5d5c43ac54465f14,$0.52,52.0,18.0,4.0,4.0,4,se,se,1.0,0.0,{},1642090699357.0,1642090699357.0,1441.0,1441.0,664,777.0,1642090628729.0,1642090700798.0,,,,,,False,False,False,False,True,False
116,61e050ceaa09f84b60e4b0a5,run1,quiz,False,G3,,,,60e87324309700b7d549d491,61df8999cc7c1c6984f5f11d,61e0501bfd26a345e8c26caa,$0.48,48.0,16.0,2.0,2.0,5,nu,nu,1.0,0.0,{},1642090701652.0,1642090701652.0,581.0,581.0,252,329.0,1642090619434.0,1642090702233.0,,,,,,False,False,False,False,True,False
117,61e050ceaa09f84b60e4b0a6,run1,quiz,False,G8,,,,5ec43aa746bca211b1c11016,61df8999cc7c1c6984f5f11d,61e0502413f7285ab3af7ba5,$0.09,9.0,3.0,1.0,1.0,5,ho,ho,1.0,0.0,{},1642090698710.0,1642090698710.0,3726.0,3726.0,2095,1631.0,1642090662014.0,1642090702436.0,,,,,,False,False,False,False,True,False
118,61e050cfaa09f84b60e4b0a7,run1,quiz,False,G3,,,,60e87324309700b7d549d491,61df8999cc7c1c6984f5f11d,61e0501bfd26a345e8c26caa,$0.51,51.0,17.0,3.0,3.0,5,he,he,1.0,0.0,{},1642090703240.0,1642090703240.0,598.0,598.0,288,310.0,1642090619434.0,1642090703838.0,,,,,,False,False,False,False,True,False
120,61e050d0aa09f84b60e4b0a9,run1,quiz,False,G5,,,,5e19e3a846ef8226677f05ab,61df8999cc7c1c6984f5f11d,61e0502b5d5c43ac54465f14,$0.55,55.0,19.0,5.0,5.0,4,se-na,sena,1.0,0.0,{},1642090701801.0,1642090701801.0,1214.0,1214.0,509,705.0,1642090628729.0,1642090703015.0,,,,,,False,False,False,False,True,False
122,61e050d1aa09f84b60e4b0ab,run1,quiz,False,G6,,,,5aff493f331e8100018f130d,61df8999cc7c1c6984f5f11d,61e0502c337b071611866160,$0.21,21.0,7.0,2.0,2.0,4,he,he,1.0,0.0,{},1642090699608.0,1642090699608.0,4478.0,4478.0,2505,1973.0,1642090636188.0,1642090704086.0,,,,,,False,False,False,False,True,False
123,61e050d1aa09f84b60e4b0ac,run1,quiz,False,G3,,,,60e87324309700b7d549d491,61df8999cc7c1c6984f5f11d,61e0501bfd26a345e8c26caa,$0.54,54.0,18.0,4.0,4.0,5,so,so,1.0,0.0,{},1642090704841.0,1642090704841.0,984.0,984.0,325,659.0,1642090619434.0,1642090705825.0,,,,,,False,False,False,False,True,False
124,61e050d2aa09f84b60e4b0ad,run1,quiz,False,G8,,,,5ec43aa746bca211b1c11016,61df8999cc7c1c6984f5f11d,61e0502413f7285ab3af7ba5,$0.12,12.0,4.0,2.0,2.0,5,ne,ne,1.0,0.0,{},1642090703445.0,1642090703445.0,3185.0,3185.0,1728,1457.0,1642090662014.0,1642090706630.0,,,,,,False,False,False,False,True,False
127,61e050d4aa09f84b60e4b0b0,run1,quiz,False,G3,,,,60e87324309700b7d549d491,61df8999cc7c1c6984f5f11d,61e0501bfd26a345e8c26caa,$0.57,57.0,19.0,5.0,5.0,5,ka,ka,1.0,0.0,{},1642090706827.0,1642090706827.0,1640.0,1640.0,712,928.0,1642090619434.0,1642090708467.0,,,,,,False,False,False,False,True,False
128,61e050d4aa09f84b60e4b0b1,run1,tutorial,False,G5,,,,5e19e3a846ef8226677f05ab,61df8999cc7c1c6984f5f11d,61e0502b5d5c43ac54465f14,$0.55,55.0,20.0,6.0,6.0,4,se-ki,seki,1.0,0.0,{},1642090704017.0,1642090704017.0,3310.0,3310.0,2445,865.0,1642090628729.0,1642090707327.0,,,,,,False,False,False,False,True,False
129,61e050d5aa09f84b60e4b0b2,run1,quiz,False,G6,,,,5aff493f331e8100018f130d,61df8999cc7c1c6984f5f11d,61e0502c337b071611866160,$0.24,24.0,8.0,3.0,3.0,4,sa,sa,1.0,0.0,{},1642090705096.0,1642090705096.0,3258.0,3258.0,1763,1495.0,1642090636188.0,1642090708354.0,,,,,,False,False,False,False,True,False
131,61e050d6aa09f84b60e4b0b4,run1,quiz,False,G7,,,,6166d95a22c741fea351f906,61df8999cc7c1c6984f5f11d,61e0503a92a79e2ccaa7c81c,$0.12,12.0,5.0,3.0,3.0,5,ha,hah,0.0,0.0,{},1642090676238.0,1642090676238.0,32745.0,32745.0,1383,31362.0,1642090626149.0,1642090708983.0,,,,,,False,False,False,False,True,False
132,61e050d7aa09f84b60e4b0b5,run1,quiz,False,G5,,,,5e19e3a846ef8226677f05ab,61df8999cc7c1c6984f5f11d,61e0502b5d5c43ac54465f14,$0.58,58.0,20.0,6.0,6.0,4,se-ki,seki,1.0,0.0,{},1642090708330.0,1642090708330.0,1669.0,1669.0,860,809.0,1642090628729.0,1642090709999.0,,,,,,False,False,False,False,True,False
134,61e050d8aa09f84b60e4b0b7,run1,tutorial,False,G10,,,,5c488d5d30525a000103bc57,61df8999cc7c1c6984f5f11d,61e05034d9819c68472fe83d,$0,0.0,1.0,1.0,1.0,5,no,no,1.0,0.0,{},1642090694179.0,1642090694179.0,18887.0,18887.0,17089,1798.0,1642090690306.0,1642090713066.0,,,,,,False,False,False,False,True,False
135,61e050d9aa09f84b60e4b0b8,run1,quiz,False,G5,,,,5e19e3a846ef8226677f05ab,61df8999cc7c1c6984f5f11d,61e0502b5d5c43ac54465f14,$0.61,61.0,21.0,1.0,1.0,4,na,na,1.0,0.0,{},1642090711002.0,1642090711002.0,829.0,829.0,412,417.0,1642090628729.0,1642090711831.0,,,,,,False,False,False,False,True,False
136,61e050d9aa09f84b60e4b0b9,run1,quiz,False,G7,,,,6166d95a22c741fea351f906,61df8999cc7c1c6984f5f11d,61e0503a92a79e2ccaa7c81c,$0.14,14.0,5.0,3.0,3.0,5,ha,ha,1.0,1.0,{},1642090676238.0,1642090708985.0,35936.0,3189.0,1386,1803.0,1642090626149.0,1642090712174.0,,,,,,False,False,False,False,True,False
138,61e050daaa09f84b60e4b0bb,run1,quiz,False,G5,,,,5e19e3a846ef8226677f05ab,61df8999cc7c1c6984f5f11d,61e0502b5d5c43ac54465f14,$0.64,64.0,22.0,2.0,2.0,4,ki,ki,1.0,0.0,{},1642090712833.0,1642090712833.0,926.0,926.0,285,641.0,1642090628729.0,1642090713759.0,,,,,,False,False,False,False,True,False
142,61e050deaa09f84b60e4b0bf,run1,tutorial,False,G3,,,,60e87324309700b7d549d491,61df8999cc7c1c6984f5f11d,61e0501bfd26a345e8c26caa,$0.57,57.0,20.0,6.0,6.0,5,ka-ti,kati,1.0,0.0,{},1642090709471.0,1642090709471.0,9447.0,9447.0,6230,3217.0,1642090619434.0,1642090718918.0,,,,,,False,False,False,False,True,False
143,61e050deaa09f84b60e4b0c0,run1,quiz,False,G7,,,,6166d95a22c741fea351f906,61df8999cc7c1c6984f5f11d,61e0503a92a79e2ccaa7c81c,$0.17,17.0,6.0,1.0,1.0,5,ne,ne,1.0,0.0,{},1642090713176.0,1642090713176.0,3901.0,3901.0,2501,1400.0,1642090626149.0,1642090717077.0,,,,,,False,False,False,False,True,False
144,61e050deaa09f84b60e4b0c1,run1,quiz,False,G5,,,,5e19e3a846ef8226677f05ab,61df8999cc7c1c6984f5f11d,61e0502b5d5c43ac54465f14,$0.67,67.0,23.0,3.0,3.0,4,tu,tu,1.0,0.0,{},1642090714762.0,1642090714762.0,2796.0,2796.0,316,2480.0,1642090628729.0,1642090717558.0,,,,,,False,False,False,False,True,False
145,61e050dfaa09f84b60e4b0c2,run1,quiz,False,G7,,,,6166d95a22c741fea351f906,61df8999cc7c1c6984f5f11d,61e0503a92a79e2ccaa7c81c,$0.2,20.0,6.0,1.0,1.0,5,ne,ne,1.0,0.0,{},1642090713176.0,1642090713176.0,4595.0,4595.0,2501,2094.0,1642090626149.0,1642090717771.0,,,,,,False,False,False,False,True,False
146,61e050dfaa09f84b60e4b0c3,run1,quiz,False,G10,,,,5c488d5d30525a000103bc57,61df8999cc7c1c6984f5f11d,61e05034d9819c68472fe83d,$0.03,3.0,1.0,1.0,1.0,5,no,no,1.0,0.0,{},1642090714084.0,1642090714084.0,5877.0,5877.0,4549,1328.0,1642090690306.0,1642090719961.0,,,,,,False,False,False,False,True,False
150,61e050e1aa09f84b60e4b0c7,run1,quiz,False,G3,,,,60e87324309700b7d549d491,61df8999cc7c1c6984f5f11d,61e0501bfd26a345e8c26caa,$0.6,60.0,20.0,6.0,6.0,5,ka-ti,kati,1.0,0.0,{},1642090719921.0,1642090719921.0,1843.0,1843.0,930,913.0,1642090619434.0,1642090721764.0,,,,,,False,False,False,False,True,False
151,61e050e1aa09f84b60e4b0c8,run1,tutorial,False,G2,,,,608926794eed2203be5574ee,61df8999cc7c1c6984f5f11d,61e05001cad36d19f0c15718,$0.24,24.0,9.0,4.0,4.0,2,hi,hi,1.0,0.0,{},1642090667087.0,1642090667087.0,54298.0,54298.0,52854,1444.0,1642090597389.0,1642090721385.0,,,,,,False,False,False,False,True,False
153,61e050e2aa09f84b60e4b0ca,run1,quiz,False,G5,,,,5e19e3a846ef8226677f05ab,61df8999cc7c1c6984f5f11d,61e0502b5d5c43ac54465f14,$0.7,70.0,24.0,4.0,4.0,4,se,se,1.0,0.0,{},1642090718561.0,1642090718561.0,2437.0,2437.0,477,1960.0,1642090628729.0,1642090720998.0,,,,,,False,False,False,False,True,False
154,61e050e2aa09f84b60e4b0cb,run1,quiz,False,G7,,,,6166d95a22c741fea351f906,61df8999cc7c1c6984f5f11d,61e0503a92a79e2ccaa7c81c,$0.2,20.0,8.0,3.0,3.0,5,ha,to,0.0,0.0,{},1642090718772.0,1642090718772.0,2260.0,2260.0,1451,809.0,1642090626149.0,1642090721032.0,,,,,,False,False,False,False,True,False
157,61e050e5aa09f84b60e4b0ce,run1,quiz,False,G3,,,,60e87324309700b7d549d491,61df8999cc7c1c6984f5f11d,61e0501bfd26a345e8c26caa,$0.63,63.0,21.0,1.0,1.0,5,ti,ti,1.0,0.0,{},1642090722767.0,1642090722767.0,2498.0,2498.0,802,1696.0,1642090619434.0,1642090725265.0,,,,,,False,False,False,False,True,False
158,61e050e5aa09f84b60e4b0cf,run1,quiz,False,G2,,,,608926794eed2203be5574ee,61df8999cc7c1c6984f5f11d,61e05001cad36d19f0c15718,$0.27,27.0,9.0,4.0,4.0,2,hi,hi,1.0,0.0,{},1642090722390.0,1642090722390.0,2395.0,2395.0,1438,957.0,1642090597389.0,1642090724785.0,,,,,,False,False,False,False,True,False
159,61e050e5aa09f84b60e4b0d0,run1,tutorial,False,G6,,,,5aff493f331e8100018f130d,61df8999cc7c1c6984f5f11d,61e0502c337b071611866160,$0.24,24.0,9.0,4.0,4.0,4,ko,ko,1.0,0.0,{},1642090709376.0,1642090709376.0,14710.0,14710.0,12531,2179.0,1642090636188.0,1642090724086.0,,,,,,False,False,False,False,True,False
161,61e050e5aa09f84b60e4b0d2,run1,tutorial,False,G10,,,,5c488d5d30525a000103bc57,61df8999cc7c1c6984f5f11d,61e05034d9819c68472fe83d,$0.03,3.0,2.0,2.0,2.0,5,ka,ka,1.0,0.0,{},1642090720967.0,1642090720967.0,5290.0,5290.0,3220,2070.0,1642090690306.0,1642090726257.0,,,,,,False,False,False,False,True,False
162,61e050e5aa09f84b60e4b0d3,run1,quiz,False,G7,,,,6166d95a22c741fea351f906,61df8999cc7c1c6984f5f11d,61e0503a92a79e2ccaa7c81c,$0.22,22.0,8.0,3.0,3.0,5,ha,ha,1.0,1.0,{},1642090718772.0,1642090721033.0,5564.0,3303.0,1806,1497.0,1642090626149.0,1642090724336.0,,,,,,False,False,False,False,True,False
163,61e050e6aa09f84b60e4b0d4,run1,quiz,False,G5,,,,5e19e3a846ef8226677f05ab,61df8999cc7c1c6984f5f11d,61e0502b5d5c43ac54465f14,$0.73,73.0,25.0,5.0,5.0,4,se-na,sena,1.0,0.0,{},1642090722001.0,1642090722001.0,3054.0,3054.0,381,2673.0,1642090628729.0,1642090725055.0,,,,,,False,False,False,False,True,False
164,61e050e6aa09f84b60e4b0d5,run1,quiz,False,G3,,,,60e87324309700b7d549d491,61df8999cc7c1c6984f5f11d,61e0501bfd26a345e8c26caa,$0.66,66.0,22.0,2.0,2.0,5,nu,nu,1.0,0.0,{},1642090726273.0,1642090726273.0,641.0,641.0,287,354.0,1642090619434.0,1642090726914.0,,,,,,False,False,False,False,True,False
166,61e050e8aa09f84b60e4b0d7,run1,quiz,False,G3,,,,60e87324309700b7d549d491,61df8999cc7c1c6984f5f11d,61e0501bfd26a345e8c26caa,$0.69,69.0,23.0,3.0,3.0,5,he,he,1.0,0.0,{},1642090727917.0,1642090727917.0,553.0,553.0,230,323.0,1642090619434.0,1642090728470.0,,,,,,False,False,False,False,True,False
167,61e050e8aa09f84b60e4b0d8,run1,quiz,False,G5,,,,5e19e3a846ef8226677f05ab,61df8999cc7c1c6984f5f11d,61e0502b5d5c43ac54465f14,$0.76,76.0,26.0,6.0,6.0,4,se-ki,seki,1.0,0.0,{},1642090726057.0,1642090726057.0,1342.0,1342.0,350,992.0,1642090628729.0,1642090727399.0,,,,,,False,False,False,False,True,False
169,61e050e9aa09f84b60e4b0da,run1,tutorial,False,G7,,,,6166d95a22c741fea351f906,61df8999cc7c1c6984f5f11d,61e0503a92a79e2ccaa7c81c,$0.22,22.0,9.0,4.0,4.0,5,si,si,1.0,0.0,{},1642090725339.0,1642090725339.0,2548.0,2548.0,1607,941.0,1642090626149.0,1642090727887.0,,,,,,False,False,False,False,True,False
170,61e050e9aa09f84b60e4b0db,run1,quiz,False,G2,,,,608926794eed2203be5574ee,61df8999cc7c1c6984f5f11d,61e05001cad36d19f0c15718,$0.3,30.0,10.0,1.0,1.0,2,no,no,1.0,0.0,{},1642090725790.0,1642090725790.0,3667.0,3667.0,2521,1146.0,1642090597389.0,1642090729457.0,,,,,,False,False,False,False,True,False
171,61e050eaaa09f84b60e4b0dc,run1,quiz,False,G3,,,,60e87324309700b7d549d491,61df8999cc7c1c6984f5f11d,61e0501bfd26a345e8c26caa,$0.72,72.0,24.0,4.0,4.0,5,so,so,1.0,0.0,{},1642090729474.0,1642090729474.0,761.0,761.0,311,450.0,1642090619434.0,1642090730235.0,,,,,,False,False,False,False,True,False
172,61e050eaaa09f84b60e4b0dd,run1,quiz,False,G10,,,,5c488d5d30525a000103bc57,61df8999cc7c1c6984f5f11d,61e05034d9819c68472fe83d,$0.06,6.0,2.0,2.0,2.0,5,ka,ka,1.0,0.0,{},1642090727261.0,1642090727261.0,3519.0,3519.0,2759,760.0,1642090690306.0,1642090730780.0,,,,,,False,False,False,False,True,False
174,61e050ebaa09f84b60e4b0df,run1,quiz,False,G6,,,,5aff493f331e8100018f130d,61df8999cc7c1c6984f5f11d,61e0502c337b071611866160,$0.27,27.0,9.0,4.0,4.0,4,ko,ko,1.0,0.0,{},1642090725109.0,1642090725109.0,4745.0,4745.0,2271,2474.0,1642090636188.0,1642090729854.0,,,,,,False,False,False,False,True,False
175,61e050ebaa09f84b60e4b0e0,run1,tutorial,False,G8,,,,5ec43aa746bca211b1c11016,61df8999cc7c1c6984f5f11d,61e0502413f7285ab3af7ba5,$0.12,12.0,5.0,3.0,3.0,5,ki,ki,1.0,0.0,{},1642090707639.0,1642090707639.0,23438.0,23438.0,22638,800.0,1642090662014.0,1642090731078.0,,,,,,False,False,False,False,True,False
176,61e050ebaa09f84b60e4b0e1,run1,quiz,False,G3,,,,60e87324309700b7d549d491,61df8999cc7c1c6984f5f11d,61e0501bfd26a345e8c26caa,$0.75,75.0,25.0,5.0,5.0,5,ka,ka,1.0,0.0,{},1642090731239.0,1642090731239.0,598.0,598.0,208,390.0,1642090619434.0,1642090731837.0,,,,,,False,False,False,False,True,False
178,61e050ecaa09f84b60e4b0e3,run1,tutorial,False,G5,,,,5e19e3a846ef8226677f05ab,61df8999cc7c1c6984f5f11d,61e0502b5d5c43ac54465f14,$0.76,76.0,27.0,7.0,7.0,4,se-tu,setu,1.0,0.0,{},1642090728415.0,1642090728415.0,2880.0,2880.0,1463,1417.0,1642090628729.0,1642090731295.0,,,,,,False,False,False,False,True,False
179,61e050ecaa09f84b60e4b0e4,run1,quiz,False,G7,,,,6166d95a22c741fea351f906,61df8999cc7c1c6984f5f11d,61e0503a92a79e2ccaa7c81c,$0.25,25.0,9.0,4.0,4.0,5,si,si,1.0,0.0,{},1642090728889.0,1642090728889.0,2235.0,2235.0,1394,841.0,1642090626149.0,1642090731124.0,,,,,,False,False,False,False,True,False
181,61e050edaa09f84b60e4b0e6,run1,quiz,False,G3,,,,60e87324309700b7d549d491,61df8999cc7c1c6984f5f11d,61e0501bfd26a345e8c26caa,$0.78,78.0,26.0,6.0,6.0,5,ka-ti,kati,1.0,0.0,{},1642090732840.0,1642090732840.0,996.0,996.0,224,772.0,1642090619434.0,1642090733836.0,,,,,,False,False,False,False,True,False
182,61e050eeaa09f84b60e4b0e7,run1,quiz,False,G5,,,,5e19e3a846ef8226677f05ab,61df8999cc7c1c6984f5f11d,61e0502b5d5c43ac54465f14,$0.79,79.0,27.0,7.0,7.0,4,se-tu,setu,1.0,0.0,{},1642090732298.0,1642090732298.0,1349.0,1349.0,284,1065.0,1642090628729.0,1642090733647.0,,,,,,False,False,False,False,True,False
183,61e050efaa09f84b60e4b0e8,run1,quiz,False,G2,,,,608926794eed2203be5574ee,61df8999cc7c1c6984f5f11d,61e05001cad36d19f0c15718,$0.33,33.0,11.0,2.0,2.0,2,ta,ta,1.0,0.0,{},1642090730465.0,1642090730465.0,4480.0,4480.0,3066,1414.0,1642090597389.0,1642090734945.0,,,,,,False,False,False,False,True,False
185,61e050f0aa09f84b60e4b0ea,run1,quiz,False,G8,,,,5ec43aa746bca211b1c11016,61df8999cc7c1c6984f5f11d,61e0502413f7285ab3af7ba5,$0.15,15.0,5.0,3.0,3.0,5,ki,ki,1.0,0.0,{},1642090732085.0,1642090732085.0,3937.0,3937.0,2912,1025.0,1642090662014.0,1642090736022.0,,,,,,False,False,False,False,True,False
186,61e050f0aa09f84b60e4b0eb,run1,quiz,False,G6,,,,5aff493f331e8100018f130d,61df8999cc7c1c6984f5f11d,61e0502c337b071611866160,$0.3,30.0,10.0,1.0,1.0,4,nu,nu,1.0,0.0,{},1642090730877.0,1642090730877.0,4373.0,4373.0,2142,2231.0,1642090636188.0,1642090735250.0,,,,,,False,False,False,False,True,False
188,61e050f0aa09f84b60e4b0ed,run1,quiz,False,G5,,,,5e19e3a846ef8226677f05ab,61df8999cc7c1c6984f5f11d,61e0502b5d5c43ac54465f14,$0.82,82.0,28.0,1.0,1.0,4,na,na,1.0,0.0,{},1642090734650.0,1642090734650.0,924.0,924.0,572,352.0,1642090628729.0,1642090735574.0,,,,,,False,False,False,False,True,False
189,61e050f2aa09f84b60e4b0ee,run1,quiz,False,G10,,,,5c488d5d30525a000103bc57,61df8999cc7c1c6984f5f11d,61e05034d9819c68472fe83d,$0.06,6.0,3.0,1.0,1.0,5,no,to,0.0,0.0,{},1642090731784.0,1642090731784.0,7081.0,7081.0,5222,1859.0,1642090690306.0,1642090738865.0,,,,,,False,False,False,False,True,False
190,61e050f2aa09f84b60e4b0ef,run1,quiz,False,G5,,,,5e19e3a846ef8226677f05ab,61df8999cc7c1c6984f5f11d,61e0502b5d5c43ac54465f14,$0.85,85.0,29.0,2.0,2.0,4,ki,ki,1.0,0.0,{},1642090736577.0,1642090736577.0,861.0,861.0,29,832.0,1642090628729.0,1642090737438.0,,,,,,False,False,False,False,True,False
192,61e050f4aa09f84b60e4b0f1,run1,quiz,False,G8,,,,5ec43aa746bca211b1c11016,61df8999cc7c1c6984f5f11d,61e0502413f7285ab3af7ba5,$0.18,18.0,6.0,1.0,1.0,5,ho,ho,1.0,0.0,{},1642090737031.0,1642090737031.0,3230.0,3230.0,2174,1056.0,1642090662014.0,1642090740261.0,,,,,,False,False,False,False,True,False
195,61e050f4aa09f84b60e4b0f4,run1,quiz,False,G6,,,,5aff493f331e8100018f130d,61df8999cc7c1c6984f5f11d,61e0502c337b071611866160,$0.33,33.0,11.0,2.0,2.0,4,he,he,1.0,0.0,{},1642090736261.0,1642090736261.0,3481.0,3481.0,1690,1791.0,1642090636188.0,1642090739742.0,,,,,,False,False,False,False,True,False
196,61e050f5aa09f84b60e4b0f5,run1,quiz,False,G5,,,,5e19e3a846ef8226677f05ab,61df8999cc7c1c6984f5f11d,61e0502b5d5c43ac54465f14,$0.88,88.0,30.0,3.0,3.0,4,tu,tu,1.0,0.0,{},1642090738441.0,1642090738441.0,1478.0,1478.0,701,777.0,1642090628729.0,1642090739919.0,,,,,,False,False,False,False,True,False
197,61e050f5aa09f84b60e4b0f6,run1,quiz,False,G2,,,,608926794eed2203be5574ee,61df8999cc7c1c6984f5f11d,61e05001cad36d19f0c15718,$0.36,36.0,12.0,3.0,3.0,2,ta-no,tano,1.0,0.0,{},1642090735952.0,1642090735952.0,5369.0,5369.0,2807,2562.0,1642090597389.0,1642090741321.0,,,,,,False,False,False,False,True,False
198,61e050f6aa09f84b60e4b0f7,run1,tutorial,False,G3,,,,60e87324309700b7d549d491,61df8999cc7c1c6984f5f11d,61e0501bfd26a345e8c26caa,$0.78,78.0,27.0,7.0,7.0,5,ka-nu,kanu,1.0,0.0,{},1642090734848.0,1642090734848.0,7636.0,7636.0,6655,981.0,1642090619434.0,1642090742484.0,,,,,,False,False,False,False,True,False
200,61e050f7aa09f84b60e4b0f9,run1,quiz,False,G5,,,,5e19e3a846ef8226677f05ab,61df8999cc7c1c6984f5f11d,61e0502b5d5c43ac54465f14,$0.91,91.0,31.0,4.0,4.0,4,se,se,1.0,0.0,{},1642090740922.0,1642090740922.0,1341.0,1341.0,892,449.0,1642090628729.0,1642090742263.0,,,,,,False,False,False,False,True,False
201,61e050f8aa09f84b60e4b0fa,run1,quiz,False,G6,,,,5aff493f331e8100018f130d,61df8999cc7c1c6984f5f11d,61e0502c337b071611866160,$0.36,36.0,12.0,3.0,3.0,4,sa,sa,1.0,0.0,{},1642090740763.0,1642090740763.0,2795.0,2795.0,1739,1056.0,1642090636188.0,1642090743558.0,,,,,,False,False,False,False,True,False
202,61e050f9aa09f84b60e4b0fb,run1,quiz,False,G7,,,,6166d95a22c741fea351f906,61df8999cc7c1c6984f5f11d,61e0503a92a79e2ccaa7c81c,$0.28,28.0,10.0,1.0,1.0,5,ne,ne,1.0,0.0,{},1642090732127.0,1642090732127.0,11336.0,11336.0,10381,955.0,1642090626149.0,1642090743463.0,,,,,,False,False,False,False,True,False
203,61e050f9aa09f84b60e4b0fc,run1,quiz,False,G3,,,,60e87324309700b7d549d491,61df8999cc7c1c6984f5f11d,61e0501bfd26a345e8c26caa,$0.81,81.0,27.0,7.0,7.0,5,ka-nu,kanu,1.0,0.0,{},1642090743487.0,1642090743487.0,1930.0,1930.0,939,991.0,1642090619434.0,1642090745417.0,,,,,,False,False,False,False,True,False
204,61e050f9aa09f84b60e4b0fd,run1,quiz,False,G5,,,,5e19e3a846ef8226677f05ab,61df8999cc7c1c6984f5f11d,61e0502b5d5c43ac54465f14,$0.94,94.0,32.0,5.0,5.0,4,se-na,sena,1.0,0.0,{},1642090743265.0,1642090743265.0,1094.0,1094.0,349,745.0,1642090628729.0,1642090744359.0,,,,,,False,False,False,False,True,False
206,61e050faaa09f84b60e4b0ff,run1,quiz,False,G10,,,,5c488d5d30525a000103bc57,61df8999cc7c1c6984f5f11d,61e05034d9819c68472fe83d,$0.06,6.0,3.0,1.0,1.0,5,no,to,0.0,1.0,{},1642090731784.0,1642090738867.0,15065.0,7982.0,6208,1774.0,1642090690306.0,1642090746849.0,,,,,,False,False,False,False,True,False
207,61e050faaa09f84b60e4b100,run1,quiz,False,G2,,,,608926794eed2203be5574ee,61df8999cc7c1c6984f5f11d,61e05001cad36d19f0c15718,$0.39,39.0,13.0,4.0,4.0,2,hi,hi,1.0,0.0,{},1642090742328.0,1642090742328.0,3985.0,3985.0,3014,971.0,1642090597389.0,1642090746313.0,,,,,,False,False,False,False,True,False
209,61e050fbaa09f84b60e4b102,run1,quiz,False,G5,,,,5e19e3a846ef8226677f05ab,61df8999cc7c1c6984f5f11d,61e0502b5d5c43ac54465f14,$0.97,97.0,33.0,6.0,6.0,4,se-ki,seki,1.0,0.0,{},1642090745362.0,1642090745362.0,1021.0,1021.0,284,737.0,1642090628729.0,1642090746383.0,,,,,,False,False,False,False,True,False
210,61e050fbaa09f84b60e4b103,run1,quiz,False,G8,,,,5ec43aa746bca211b1c11016,61df8999cc7c1c6984f5f11d,61e0502413f7285ab3af7ba5,$0.21,21.0,7.0,2.0,2.0,5,ne,ne,1.0,0.0,{},1642090741273.0,1642090741273.0,6222.0,6222.0,4940,1282.0,1642090662014.0,1642090747495.0,,,,,,False,False,False,False,True,False
212,61e050fdaa09f84b60e4b105,run1,quiz,False,G3,,,,60e87324309700b7d549d491,61df8999cc7c1c6984f5f11d,61e0501bfd26a345e8c26caa,$0.84,84.0,28.0,1.0,1.0,5,ti,ti,1.0,0.0,{},1642090746421.0,1642090746421.0,2798.0,2798.0,2211,587.0,1642090619434.0,1642090749219.0,,,,,,False,False,False,False,True,False
214,61e050fdaa09f84b60e4b107,run1,quiz,False,G7,,,,6166d95a22c741fea351f906,61df8999cc7c1c6984f5f11d,61e0503a92a79e2ccaa7c81c,$0.31,31.0,11.0,2.0,2.0,5,to,to,1.0,0.0,{},1642090744464.0,1642090744464.0,3464.0,3464.0,2524,940.0,1642090626149.0,1642090747928.0,,,,,,False,False,False,False,True,False
215,61e050feaa09f84b60e4b108,run1,quiz,False,G6,,,,5aff493f331e8100018f130d,61df8999cc7c1c6984f5f11d,61e0502c337b071611866160,$0.39,39.0,13.0,4.0,4.0,4,ko,ko,1.0,0.0,{},1642090744573.0,1642090744573.0,4481.0,4481.0,2064,2417.0,1642090636188.0,1642090749054.0,,,,,,False,False,False,False,True,False
